DateTime,Transaction,Product,LineItem,Amount,BalanceDetails,JourneyId,LocationDisplay,TransactonTime,OrderDate,Payment,OrderNumber,AuthCode,Total
Nov-12-2024 04:11 PM,Tap out at Production Way Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-12T23:38:00.0000000Z,"Tap out at Production Way Stn
3 Zone UPass (N)",04:11 PM,,,,,
Nov-12-2024 03:57 PM,Transfer at Braid Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-12T23:38:00.0000000Z,"Transfer at Braid Stn
3 Zone UPass (N)",03:57 PM,,,,,
Nov-12-2024 03:57 PM,Tap out at Braid Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-12T23:38:00.0000000Z,"Tap out at Braid Stn
3 Zone UPass (N)",03:57 PM,,,,,
Nov-12-2024 03:38 PM,Tap in at Royal Oak Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-12T23:38:00.0000000Z,"Tap in at Royal Oak Stn
3 Zone UPass (N)",03:38 PM,,,,,
Nov-11-2024 12:38 PM,Transfer at Bus Stop 52453,3 Zone UPass (N),,$0.00,$8.20,2024-11-11T20:16:00.0000000Z,"Transfer at Bus Stop 52453
3 Zone UPass (N)",12:38 PM,,,,,
Nov-11-2024 12:38 PM,Tap out at Edmonds Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-11T20:16:00.0000000Z,"Tap out at Edmonds Stn
3 Zone UPass (N)",12:38 PM,,,,,
Nov-11-2024 12:16 PM,Tap in at Stadium Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-11T20:16:00.0000000Z,"Tap in at Stadium Stn
3 Zone UPass (N)",12:16 PM,,,,,
Nov-11-2024 10:16 AM,Tap out at Stadium Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-11T17:48:00.0000000Z,"Tap out at Stadium Stn
3 Zone UPass (N)",10:16 AM,,,,,
Nov-11-2024 09:58 AM,Transfer at Metrotown Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-11T17:48:00.0000000Z,"Transfer at Metrotown Stn
3 Zone UPass (N)",09:58 AM,,,,,
Nov-11-2024 09:48 AM,Tap in at Bus Stop 52460,3 Zone UPass (N),,$0.00,$8.20,2024-11-11T17:48:00.0000000Z,"Tap in at Bus Stop 52460
3 Zone UPass (N)",09:48 AM,,,,,
Nov-10-2024 08:40 PM,Transfer at Bus Stop 52804,3 Zone UPass (N),,$0.00,$8.20,2024-11-11T04:20:00.0000000Z,"Transfer at Bus Stop 52804
3 Zone UPass (N)",08:40 PM,,,,,
Nov-10-2024 08:37 PM,Tap out at Metrotown Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-11T04:20:00.0000000Z,"Tap out at Metrotown Stn
3 Zone UPass (N)",08:37 PM,,,,,
Nov-10-2024 08:20 PM,Tap in at Stadium Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-11T04:20:00.0000000Z,"Tap in at Stadium Stn
3 Zone UPass (N)",08:20 PM,,,,,
Nov-10-2024 07:51 PM,Transfer at Bus Stop 50034,3 Zone UPass (N),,$0.00,$8.20,2024-11-11T02:26:00.0000000Z,"Transfer at Bus Stop 50034
3 Zone UPass (N)",07:51 PM,,,,,
Nov-10-2024 07:02 PM,Transfer at Bus Stop 58722,3 Zone UPass (N),,$0.00,$8.20,2024-11-11T02:26:00.0000000Z,"Transfer at Bus Stop 58722
3 Zone UPass (N)",07:02 PM,,,,,
Nov-10-2024 06:26 PM,Tap in at Bus Stop 50050,3 Zone UPass (N),,$0.00,$8.20,2024-11-11T02:26:00.0000000Z,"Tap in at Bus Stop 50050
3 Zone UPass (N)",06:26 PM,,,,,
Nov-10-2024 06:01 PM,Transfer at Bus Stop 50023,3 Zone UPass (N),,$0.00,$8.20,2024-11-11T00:49:00.0000000Z,"Transfer at Bus Stop 50023
3 Zone UPass (N)",06:01 PM,,,,,
Nov-10-2024 05:42 PM,Tap out at Yaletown-Roundhouse Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-11T00:49:00.0000000Z,"Tap out at Yaletown-Roundhouse Stn
3 Zone UPass (N)",05:42 PM,,,,,
Nov-10-2024 05:38 PM,Transfer at Vancouver City Centre Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-11T00:49:00.0000000Z,"Transfer at Vancouver City Centre Stn
3 Zone UPass (N)",05:38 PM,,,,,
Nov-10-2024 05:17 PM,Transfer at Bus Stop 50043,3 Zone UPass (N),,$0.00,$8.20,2024-11-11T00:49:00.0000000Z,"Transfer at Bus Stop 50043
3 Zone UPass (N)",05:17 PM,,,,,
Nov-10-2024 05:11 PM,Tap out at Burrard Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-11T00:49:00.0000000Z,"Tap out at Burrard Stn
3 Zone UPass (N)",05:11 PM,,,,,
Nov-10-2024 04:49 PM,Tap in at Metrotown Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-11T00:49:00.0000000Z,"Tap in at Metrotown Stn
3 Zone UPass (N)",04:49 PM,,,,,
Nov-09-2024 06:34 PM,Transfer at Bus Stop 52454,3 Zone UPass (N),,$0.00,$8.20,2024-11-10T01:25:00.0000000Z,"Transfer at Bus Stop 52454
3 Zone UPass (N)",06:34 PM,,,,,
Nov-09-2024 06:00 PM,Transfer at Bus Stop 52771,3 Zone UPass (N),,$0.00,$8.20,2024-11-10T01:25:00.0000000Z,"Transfer at Bus Stop 52771
3 Zone UPass (N)",06:00 PM,,,,,
Nov-09-2024 05:59 PM,Tap out at Edmonds Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-10T01:25:00.0000000Z,"Tap out at Edmonds Stn
3 Zone UPass (N)",05:59 PM,,,,,
Nov-09-2024 05:50 PM,Transfer at Patterson Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-10T01:25:00.0000000Z,"Transfer at Patterson Stn
3 Zone UPass (N)",05:50 PM,,,,,
Nov-09-2024 05:25 PM,Tap in at Bus Stop 51466,3 Zone UPass (N),,$0.00,$8.20,2024-11-10T01:25:00.0000000Z,"Tap in at Bus Stop 51466
3 Zone UPass (N)",05:25 PM,,,,,
Nov-09-2024 03:13 PM,Transfer at Bus Stop 52736,3 Zone UPass (N),,$0.00,$8.20,2024-11-09T22:55:00.0000000Z,"Transfer at Bus Stop 52736
3 Zone UPass (N)",03:13 PM,,,,,
Nov-09-2024 02:55 PM,Tap in at Bus Stop 52460,3 Zone UPass (N),,$0.00,$8.20,2024-11-09T22:55:00.0000000Z,"Tap in at Bus Stop 52460
3 Zone UPass (N)",02:55 PM,,,,,
Nov-08-2024 08:32 PM,Transfer at Bus Stop 52804,3 Zone UPass (N),,$0.00,$8.20,2024-11-09T03:41:00.0000000Z,"Transfer at Bus Stop 52804
3 Zone UPass (N)",08:32 PM,,,,,
Nov-08-2024 07:41 PM,Tap in at Bus Stop 51863,3 Zone UPass (N),,$0.00,$8.20,2024-11-09T03:41:00.0000000Z,"Tap in at Bus Stop 51863
3 Zone UPass (N)",07:41 PM,,,,,
Nov-08-2024 04:56 PM,Transfer at Bus Stop 51861,3 Zone UPass (N),,$0.00,$8.20,2024-11-09T00:53:00.0000000Z,"Transfer at Bus Stop 51861
3 Zone UPass (N)",04:56 PM,,,,,
Nov-08-2024 04:53 PM,Tap in at Bus Stop 52806,3 Zone UPass (N),,$0.00,$8.20,2024-11-09T00:53:00.0000000Z,"Tap in at Bus Stop 52806
3 Zone UPass (N)",04:53 PM,,,,,
Nov-08-2024 10:46 AM,Transfer at Bus Stop 60214,3 Zone UPass (N),,$0.00,$8.20,2024-11-08T18:28:00.0000000Z,"Transfer at Bus Stop 60214
3 Zone UPass (N)",10:46 AM,,,,,
Nov-08-2024 10:28 AM,Tap in at Bus Stop 52460,3 Zone UPass (N),,$0.00,$8.20,2024-11-08T18:28:00.0000000Z,"Tap in at Bus Stop 52460
3 Zone UPass (N)",10:28 AM,,,,,
Nov-07-2024 09:08 PM,Tap in at Bus Stop 52396,3 Zone UPass (N),,$0.00,$8.20,2024-11-08T05:08:00.0000000Z,"Tap in at Bus Stop 52396
3 Zone UPass (N)",09:08 PM,,,,,
Nov-07-2024 06:00 PM,Transfer at Bus Stop 59889,3 Zone UPass (N),,$0.00,$8.20,2024-11-08T01:16:00.0000000Z,"Transfer at Bus Stop 59889
3 Zone UPass (N)",06:00 PM,,,,,
Nov-07-2024 05:30 PM,Transfer at Bus Stop 52646,3 Zone UPass (N),,$0.00,$8.20,2024-11-08T01:16:00.0000000Z,"Transfer at Bus Stop 52646
3 Zone UPass (N)",05:30 PM,,,,,
Nov-07-2024 05:16 PM,Tap in at Bus Stop 52460,3 Zone UPass (N),,$0.00,$8.20,2024-11-08T01:16:00.0000000Z,"Tap in at Bus Stop 52460
3 Zone UPass (N)",05:16 PM,,,,,
Nov-06-2024 08:24 PM,Transfer at Bus Stop 52394,3 Zone UPass (N),,$0.00,$8.20,2024-11-07T03:39:00.0000000Z,"Transfer at Bus Stop 52394
3 Zone UPass (N)",08:24 PM,,,,,
Nov-06-2024 07:39 PM,Tap in at Bus Stop 60214,3 Zone UPass (N),,$0.00,$8.20,2024-11-07T03:39:00.0000000Z,"Tap in at Bus Stop 60214
3 Zone UPass (N)",07:39 PM,,,,,
Nov-06-2024 10:47 AM,Transfer at Bus Stop 59314,3 Zone UPass (N),,$0.00,$8.20,2024-11-06T18:10:00.0000000Z,"Transfer at Bus Stop 59314
3 Zone UPass (N)",10:47 AM,,,,,
Nov-06-2024 10:44 AM,Tap out at Production Way Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-06T18:10:00.0000000Z,"Tap out at Production Way Stn
3 Zone UPass (N)",10:44 AM,,,,,
Nov-06-2024 10:21 AM,Transfer at Edmonds Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-06T18:10:00.0000000Z,"Transfer at Edmonds Stn
3 Zone UPass (N)",10:21 AM,,,,,
Nov-06-2024 10:10 AM,Tap in at Bus Stop 52400,3 Zone UPass (N),,$0.00,$8.20,2024-11-06T18:10:00.0000000Z,"Tap in at Bus Stop 52400
3 Zone UPass (N)",10:10 AM,,,,,
Nov-05-2024 08:22 PM,Transfer at Bus Stop 52394,3 Zone UPass (N),,$0.00,$8.20,2024-11-06T03:37:00.0000000Z,"Transfer at Bus Stop 52394
3 Zone UPass (N)",08:22 PM,,,,,
Nov-05-2024 07:37 PM,Tap in at Bus Stop 51863,3 Zone UPass (N),,$0.00,$8.20,2024-11-06T03:37:00.0000000Z,"Tap in at Bus Stop 51863
3 Zone UPass (N)",07:37 PM,,,,,
Nov-05-2024 04:12 PM,Transfer at Bus Stop 59314,3 Zone UPass (N),,$0.00,$8.20,2024-11-05T23:34:00.0000000Z,"Transfer at Bus Stop 59314
3 Zone UPass (N)",04:12 PM,,,,,
Nov-05-2024 04:11 PM,Tap out at Production Way Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-05T23:34:00.0000000Z,"Tap out at Production Way Stn
3 Zone UPass (N)",04:11 PM,,,,,
Nov-05-2024 03:48 PM,Transfer at Edmonds Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-05T23:34:00.0000000Z,"Transfer at Edmonds Stn
3 Zone UPass (N)",03:48 PM,,,,,
Nov-05-2024 03:34 PM,Tap in at Bus Stop 52400,3 Zone UPass (N),,$0.00,$8.20,2024-11-05T23:34:00.0000000Z,"Tap in at Bus Stop 52400
3 Zone UPass (N)",03:34 PM,,,,,
Nov-04-2024 08:03 PM,Transfer at Bus Stop 52391,3 Zone UPass (N),,$0.00,$8.20,2024-11-05T03:11:00.0000000Z,"Transfer at Bus Stop 52391
3 Zone UPass (N)",08:03 PM,,,,,
Nov-04-2024 07:11 PM,Tap in at Bus Stop 52460,3 Zone UPass (N),,$0.00,$8.20,2024-11-05T03:11:00.0000000Z,"Tap in at Bus Stop 52460
3 Zone UPass (N)",07:11 PM,,,,,
Nov-04-2024 04:29 PM,Transfer at Bus Stop 59868,3 Zone UPass (N),,$0.00,$8.20,2024-11-04T23:47:00.0000000Z,"Transfer at Bus Stop 59868
3 Zone UPass (N)",04:29 PM,,,,,
Nov-04-2024 04:22 PM,Tap out at Edmonds Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-04T23:47:00.0000000Z,"Tap out at Edmonds Stn
3 Zone UPass (N)",04:22 PM,,,,,
Nov-04-2024 03:59 PM,Transfer at Production Way Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-04T23:47:00.0000000Z,"Transfer at Production Way Stn
3 Zone UPass (N)",03:59 PM,,,,,
Nov-04-2024 03:47 PM,Tap in at Bus Stop 51863,3 Zone UPass (N),,$0.00,$8.20,2024-11-04T23:47:00.0000000Z,"Tap in at Bus Stop 51863
3 Zone UPass (N)",03:47 PM,,,,,
Nov-04-2024 11:04 AM,Transfer at Bus Stop 59314,3 Zone UPass (N),,$0.00,$8.20,2024-11-04T18:30:00.0000000Z,"Transfer at Bus Stop 59314
3 Zone UPass (N)",11:04 AM,,,,,
Nov-04-2024 11:01 AM,Tap out at Production Way Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-04T18:30:00.0000000Z,"Tap out at Production Way Stn
3 Zone UPass (N)",11:01 AM,,,,,
Nov-04-2024 10:30 AM,Tap in at Royal Oak Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-04T18:30:00.0000000Z,"Tap in at Royal Oak Stn
3 Zone UPass (N)",10:30 AM,,,,,
Nov-01-2024 09:12 PM,Transfer at Bus Stop 52453,3 Zone UPass (N),,$0.00,$8.20,2024-11-02T03:30:00.0000000Z,"Transfer at Bus Stop 52453
3 Zone UPass (N)",09:12 PM,,,,,
Nov-01-2024 09:11 PM,Tap out at Edmonds Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-02T03:30:00.0000000Z,"Tap out at Edmonds Stn
3 Zone UPass (N)",09:11 PM,,,,,
Nov-01-2024 08:42 PM,Transfer at Production Way Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-02T03:30:00.0000000Z,"Transfer at Production Way Stn
3 Zone UPass (N)",08:42 PM,,,,,
Nov-01-2024 08:30 PM,Tap in at Bus Stop 51862,3 Zone UPass (N),,$0.00,$8.20,2024-11-02T03:30:00.0000000Z,"Tap in at Bus Stop 51862
3 Zone UPass (N)",08:30 PM,,,,,
Nov-01-2024 11:00 AM,Transfer at Bus Stop 53122,3 Zone UPass (N),,$0.00,$8.20,2024-11-01T17:25:00.0000000Z,"Transfer at Bus Stop 53122
3 Zone UPass (N)",11:00 AM,,,,,
Nov-01-2024 10:57 AM,Tap out at Burquitlam Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-01T17:25:00.0000000Z,"Tap out at Burquitlam Stn
3 Zone UPass (N)",10:57 AM,,,,,
Nov-01-2024 10:34 AM,Transfer at Edmonds Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-01T17:25:00.0000000Z,"Transfer at Edmonds Stn
3 Zone UPass (N)",10:34 AM,,,,,
Nov-01-2024 10:25 AM,Tap in at Bus Stop 52400,3 Zone UPass (N),,$0.00,$8.20,2024-11-01T17:25:00.0000000Z,"Tap in at Bus Stop 52400
3 Zone UPass (N)",10:25 AM,,,,,
Nov-01-2024 01:05 AM,Transfer at Bus Stop 52804,3 Zone UPass (N),,$0.00,$8.20,2024-11-01T07:39:00.0000000Z,"Transfer at Bus Stop 52804
3 Zone UPass (N)",01:05 AM,,,,,
Nov-01-2024 01:00 AM,Tap out at Metrotown Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-01T07:39:00.0000000Z,"Tap out at Metrotown Stn
3 Zone UPass (N)",01:00 AM,,,,,
Nov-01-2024 12:39 AM,Tap in at Granville Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-01T07:39:00.0000000Z,"Tap in at Granville Stn
3 Zone UPass (N)",12:39 AM,,,,,
Oct-31-2024 11:08 PM,Tap out at Granville Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-01T04:01:00.0000000Z,"Tap out at Granville Stn
3 Zone UPass (N)",11:08 PM,,,,,
Oct-31-2024 10:14 PM,Transfer at King George Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-01T04:01:00.0000000Z,"Transfer at King George Stn
3 Zone UPass (N)",10:14 PM,,,,,
Oct-31-2024 10:08 PM,Tap out at King George Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-01T04:01:00.0000000Z,"Tap out at King George Stn
3 Zone UPass (N)",10:08 PM,,,,,
Oct-31-2024 09:47 PM,Transfer at 22nd St Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-01T04:01:00.0000000Z,"Transfer at 22nd St Stn
3 Zone UPass (N)",09:47 PM,,,,,
Oct-31-2024 09:01 PM,Tap in at Bus Stop 58069,3 Zone UPass (N),,$0.00,$8.20,2024-11-01T04:01:00.0000000Z,"Tap in at Bus Stop 58069
3 Zone UPass (N)",09:01 PM,,,,,
Oct-31-2024 06:52 PM,Transfer at Bus Stop 61577,3 Zone UPass (N),,$0.00,$8.20,2024-11-01T01:27:00.0000000Z,"Transfer at Bus Stop 61577
3 Zone UPass (N)",06:52 PM,,,,,
Oct-31-2024 06:51 PM,Tap out at Lansdowne Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-01T01:27:00.0000000Z,"Tap out at Lansdowne Stn
3 Zone UPass (N)",06:51 PM,,,,,
Oct-31-2024 06:27 PM,Tap in at Vancouver City Centre Stn,3 Zone UPass (N),,$0.00,$8.20,2024-11-01T01:27:00.0000000Z,"Tap in at Vancouver City Centre Stn
3 Zone UPass (N)",06:27 PM,,,,,
Oct-31-2024 06:16 PM,Tap out at Granville Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-31T23:51:00.0000000Z,"Tap out at Granville Stn
3 Zone UPass (N)",06:16 PM,,,,,
Oct-31-2024 05:58 PM,Transfer at Metrotown Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-31T23:51:00.0000000Z,"Transfer at Metrotown Stn
3 Zone UPass (N)",05:58 PM,,,,,
Oct-31-2024 05:32 PM,Tap out at Metrotown Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-31T23:51:00.0000000Z,"Tap out at Metrotown Stn
3 Zone UPass (N)",05:32 PM,,,,,
Oct-31-2024 05:26 PM,Transfer at Metrotown Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-31T23:51:00.0000000Z,"Transfer at Metrotown Stn
3 Zone UPass (N)",05:26 PM,,,,,
Oct-31-2024 04:51 PM,Tap in at Bus Stop 52460,3 Zone UPass (N),,$0.00,$8.20,2024-10-31T23:51:00.0000000Z,"Tap in at Bus Stop 52460
3 Zone UPass (N)",04:51 PM,,,,,
Oct-30-2024 09:54 PM,Tap out at Royal Oak Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-31T04:03:00.0000000Z,"Tap out at Royal Oak Stn
3 Zone UPass (N)",09:54 PM,,,,,
Oct-30-2024 09:48 PM,Transfer at Metrotown Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-31T04:03:00.0000000Z,"Transfer at Metrotown Stn
3 Zone UPass (N)",09:48 PM,,,,,
Oct-30-2024 09:03 PM,Tap in at Bus Stop 51863,3 Zone UPass (N),,$0.00,$8.20,2024-10-31T04:03:00.0000000Z,"Tap in at Bus Stop 51863
3 Zone UPass (N)",09:03 PM,,,,,
Oct-30-2024 11:26 AM,Transfer at Bus Stop 59314,3 Zone UPass (N),,$0.00,$8.20,2024-10-30T17:29:00.0000000Z,"Transfer at Bus Stop 59314
3 Zone UPass (N)",11:26 AM,,,,,
Oct-30-2024 11:15 AM,Tap out at Production Way Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-30T17:29:00.0000000Z,"Tap out at Production Way Stn
3 Zone UPass (N)",11:15 AM,,,,,
Oct-30-2024 11:03 AM,Transfer at Sperling Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-30T17:29:00.0000000Z,"Transfer at Sperling Stn
3 Zone UPass (N)",11:03 AM,,,,,
Oct-30-2024 10:45 AM,Transfer at Bus Stop 52503,3 Zone UPass (N),,$0.00,$8.20,2024-10-30T17:29:00.0000000Z,"Transfer at Bus Stop 52503
3 Zone UPass (N)",10:45 AM,,,,,
Oct-30-2024 10:29 AM,Tap in at Bus Stop 52460,3 Zone UPass (N),,$0.00,$8.20,2024-10-30T17:29:00.0000000Z,"Tap in at Bus Stop 52460
3 Zone UPass (N)",10:29 AM,,,,,
Oct-29-2024 09:34 PM,Tap in at Bus Stop 52391,3 Zone UPass (N),,$0.00,$8.20,2024-10-30T04:34:00.0000000Z,"Tap in at Bus Stop 52391
3 Zone UPass (N)",09:34 PM,,,,,
Oct-29-2024 07:18 PM,Transfer at Bus Stop 52736,3 Zone UPass (N),,$0.00,$8.20,2024-10-30T01:29:00.0000000Z,"Transfer at Bus Stop 52736
3 Zone UPass (N)",07:18 PM,,,,,
Oct-29-2024 07:16 PM,Tap out at Metrotown Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-30T01:29:00.0000000Z,"Tap out at Metrotown Stn
3 Zone UPass (N)",07:16 PM,,,,,
Oct-29-2024 06:44 PM,Transfer at Production Way Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-30T01:29:00.0000000Z,"Transfer at Production Way Stn
3 Zone UPass (N)",06:44 PM,,,,,
Oct-29-2024 06:29 PM,Tap in at Bus Stop 51863,3 Zone UPass (N),,$0.00,$8.20,2024-10-30T01:29:00.0000000Z,"Tap in at Bus Stop 51863
3 Zone UPass (N)",06:29 PM,,,,,
Oct-29-2024 04:12 PM,Transfer at Bus Stop 59314,3 Zone UPass (N),,$0.00,$8.20,2024-10-29T22:35:00.0000000Z,"Transfer at Bus Stop 59314
3 Zone UPass (N)",04:12 PM,,,,,
Oct-29-2024 04:11 PM,Tap out at Production Way Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-29T22:35:00.0000000Z,"Tap out at Production Way Stn
3 Zone UPass (N)",04:11 PM,,,,,
Oct-29-2024 03:46 PM,Transfer at Edmonds Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-29T22:35:00.0000000Z,"Transfer at Edmonds Stn
3 Zone UPass (N)",03:46 PM,,,,,
Oct-29-2024 03:35 PM,Tap in at Bus Stop 52400,3 Zone UPass (N),,$0.00,$8.20,2024-10-29T22:35:00.0000000Z,"Tap in at Bus Stop 52400
3 Zone UPass (N)",03:35 PM,,,,,
Oct-28-2024 10:01 PM,Transfer at Bus Stop 52453,3 Zone UPass (N),,$0.00,$8.20,2024-10-29T04:22:00.0000000Z,"Transfer at Bus Stop 52453
3 Zone UPass (N)",10:01 PM,,,,,
Oct-28-2024 09:58 PM,Tap out at Edmonds Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-29T04:22:00.0000000Z,"Tap out at Edmonds Stn
3 Zone UPass (N)",09:58 PM,,,,,
Oct-28-2024 09:35 PM,Transfer at Production Way Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-29T04:22:00.0000000Z,"Transfer at Production Way Stn
3 Zone UPass (N)",09:35 PM,,,,,
Oct-28-2024 09:22 PM,Tap in at Bus Stop 51862,3 Zone UPass (N),,$0.00,$8.20,2024-10-29T04:22:00.0000000Z,"Tap in at Bus Stop 51862
3 Zone UPass (N)",09:22 PM,,,,,
Oct-28-2024 11:04 AM,Transfer at Bus Stop 59314,3 Zone UPass (N),,$0.00,$8.20,2024-10-28T17:13:00.0000000Z,"Transfer at Bus Stop 59314
3 Zone UPass (N)",11:04 AM,,,,,
Oct-28-2024 10:57 AM,Tap out at Production Way Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-28T17:13:00.0000000Z,"Tap out at Production Way Stn
3 Zone UPass (N)",10:57 AM,,,,,
Oct-28-2024 10:28 AM,Transfer at Metrotown Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-28T17:13:00.0000000Z,"Transfer at Metrotown Stn
3 Zone UPass (N)",10:28 AM,,,,,
Oct-28-2024 10:13 AM,Tap in at Bus Stop 52460,3 Zone UPass (N),,$0.00,$8.20,2024-10-28T17:13:00.0000000Z,"Tap in at Bus Stop 52460
3 Zone UPass (N)",10:13 AM,,,,,
Oct-27-2024 10:52 AM,Tap in at Bus Stop 52400,3 Zone UPass (N),,$0.00,$8.20,2024-10-27T17:52:00.0000000Z,"Tap in at Bus Stop 52400
3 Zone UPass (N)",10:52 AM,,,,,
Oct-25-2024 08:00 PM,Transfer at Bus Stop 52804,3 Zone UPass (N),,$0.00,$8.20,2024-10-26T02:10:00.0000000Z,"Transfer at Bus Stop 52804
3 Zone UPass (N)",08:00 PM,,,,,
Oct-25-2024 07:50 PM,Tap out at Metrotown Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-26T02:10:00.0000000Z,"Tap out at Metrotown Stn
3 Zone UPass (N)",07:50 PM,,,,,
Oct-25-2024 07:10 PM,Tap in at Lougheed Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-26T02:10:00.0000000Z,"Tap in at Lougheed Stn
3 Zone UPass (N)",07:10 PM,,,,,
Oct-25-2024 07:09 PM,Tap out at Lougheed Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-26T00:37:00.0000000Z,"Tap out at Lougheed Stn
3 Zone UPass (N)",07:09 PM,,,,,
Oct-25-2024 06:44 PM,Transfer at Patterson Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-26T00:37:00.0000000Z,"Transfer at Patterson Stn
3 Zone UPass (N)",06:44 PM,,,,,
Oct-25-2024 05:57 PM,Tap out at Patterson Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-26T00:37:00.0000000Z,"Tap out at Patterson Stn
3 Zone UPass (N)",05:57 PM,,,,,
Oct-25-2024 05:53 PM,Transfer at Metrotown Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-26T00:37:00.0000000Z,"Transfer at Metrotown Stn
3 Zone UPass (N)",05:53 PM,,,,,
Oct-25-2024 05:37 PM,Tap in at Bus Stop 52460,3 Zone UPass (N),,$0.00,$8.20,2024-10-26T00:37:00.0000000Z,"Tap in at Bus Stop 52460
3 Zone UPass (N)",05:37 PM,,,,,
Oct-25-2024 03:33 PM,Transfer at Bus Stop 52804,3 Zone UPass (N),,$0.00,$8.20,2024-10-25T21:52:00.0000000Z,"Transfer at Bus Stop 52804
3 Zone UPass (N)",03:33 PM,,,,,
Oct-25-2024 03:10 PM,Transfer at Bus Stop 51381,3 Zone UPass (N),,$0.00,$8.20,2024-10-25T21:52:00.0000000Z,"Transfer at Bus Stop 51381
3 Zone UPass (N)",03:10 PM,,,,,
Oct-25-2024 02:52 PM,Tap in at Bus Stop 51863,3 Zone UPass (N),,$0.00,$8.20,2024-10-25T21:52:00.0000000Z,"Tap in at Bus Stop 51863
3 Zone UPass (N)",02:52 PM,,,,,
Oct-25-2024 10:51 AM,Tap in at Bus Stop 53065,3 Zone UPass (N),,$0.00,$8.20,2024-10-25T17:51:00.0000000Z,"Tap in at Bus Stop 53065
3 Zone UPass (N)",10:51 AM,,,,,
Oct-25-2024 10:51 AM,Loaded at Bus Stop 53065,3 Zone UPass (N),,$0.00,$8.20,,"Loaded at Bus Stop 53065
3 Zone UPass (N)",10:51 AM,,,,,
Oct-24-2024 06:22 PM,Transfer at Bus Stop 52453,3 Zone UPass (N),,$0.00,$8.20,2024-10-25T00:12:00.0000000Z,"Transfer at Bus Stop 52453
3 Zone UPass (N)",06:22 PM,,,,,
Oct-24-2024 06:21 PM,Tap out at Edmonds Stn,3 Zone UPass (N),,$0.00,$8.20,2024-10-25T00:12:00.0000000Z,"Tap out at Edmonds Stn
3 Zone UPass (N)",06:21 PM,,,,,
